"","Program","Year","Period","State","State.ANSI","Fruit","crop_type","Totals","Fresh Market","Process Market","Metric","Domain","Domain.Category","Value","CV...."
"801","CENSUS",2016,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"802","CENSUS",2016,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","159","23.1"
"803","CENSUS",2016,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","32.9"
"804","CENSUS",2016,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","42","32.4"
"805","CENSUS",2016,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"806","CENSUS",2016,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","42","32.4"
"807","CENSUS",2016,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","32.9"
"808","CENSUS",2016,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"809","CENSUS",2016,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","42","32.9"
"810","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","13.6"
"811","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","374","25"
"812","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","108,109","23.1"
"813","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","374","25"
"814","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","13.6"
"815","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"816","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"817","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","44.3"
"818","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"819","CENSUS",2016,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"820","CENSUS",2016,"YEAR","TEXAS",48,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","24.2"
"821","CENSUS",2016,"YEAR","TEXAS",48,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29","27"
"822","CENSUS",2016,"YEAR","TEXAS",48,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"823","CENSUS",2016,"YEAR","TEXAS",48,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29","27"
"824","CENSUS",2016,"YEAR","TEXAS",48,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","24.2"
"825","CENSUS",2016,"YEAR","TEXAS",48,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"826","CENSUS",2016,"YEAR","TEXAS",48,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29","27"
"827","CENSUS",2016,"YEAR","UTAH",49,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","22.8"
"828","CENSUS",2016,"YEAR","UTAH",49,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"829","CENSUS",2016,"YEAR","UTAH",49,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"830","CENSUS",2016,"YEAR","UTAH",49,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"831","CENSUS",2016,"YEAR","UTAH",49,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","22.8"
"832","CENSUS",2016,"YEAR","UTAH",49,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"833","CENSUS",2016,"YEAR","UTAH",49,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"834","CENSUS",2016,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","36","10.8"
"835","CENSUS",2016,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,073","21.7"
"836","CENSUS",2016,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","670,886","20.7"
"837","CENSUS",2016,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,073","21.7"
"838","CENSUS",2016,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","36","10.8"
"839","CENSUS",2016,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","670,886","20.7"
"840","CENSUS",2016,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,073","21.7"
"841","CENSUS",2016,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","13.6"
"842","CENSUS",2016,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","49","25"
"843","CENSUS",2016,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","26,082","23.1"
"844","CENSUS",2016,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","49","25"
"845","CENSUS",2016,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","13.6"
"846","CENSUS",2016,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","26,082","23.2"
"847","CENSUS",2016,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","49","25.1"
"848","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","52","5.3"
"849","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10,718","23.4"
"850","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,917,197","22.3"
"851","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10,718","23.4"
"852","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","52","5.3"
"853","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"854","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10,383","24.2"
"855","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6","21.2"
"856","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"857","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","335","49.5"
"858","CENSUS",2016,"YEAR","WISCONSIN",55,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","39","10.8"
"859","CENSUS",2016,"YEAR","WISCONSIN",55,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","442","8.4"
"860","CENSUS",2016,"YEAR","WISCONSIN",55,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","141,852","11.7"
"861","CENSUS",2016,"YEAR","WISCONSIN",55,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","442","8.5"
"862","CENSUS",2016,"YEAR","WISCONSIN",55,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","39","10.8"
"863","CENSUS",2016,"YEAR","WISCONSIN",55,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","141,852","11.7"
"864","CENSUS",2016,"YEAR","WISCONSIN",55,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","442","8.5"
